EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
621207,370512,Other (HUD),2015-01-01,2015-01-14,1,1.0,2015,2015.0,13.0,53.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
621225,174922,Other (HUD),2015-01-01,2015-01-15,1,1.0,2015,2015.0,14.0,52.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Stably housed (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
621698,318609,"Rental by client, no ongoing housing subsidy (HUD)",2015-01-15,2015-02-01,1,2.0,2015,2015.0,17.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
623075,388135,"Staying or living with family, temporary tenure (HUD)",2015-01-16,2015-01-20,1,1.0,2015,2015.0,4.0,28.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
623076,390199,"Staying or living with family, temporary tenure (HUD)",2015-01-16,2015-01-17,1,1.0,2015,2015.0,1.0,21.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Staying or living in a family member's room, apartment or house (HUD)"
623077,390827,Permanent housing (other than RRH) for formerly homeless persons (HUD),2015-01-18,2015-01-30,1,1.0,2015,2015.0,12.0,55.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",,Transitional housing for homeless persons (including homeless youth) (HUD)
623079,197342,"Staying or living with family, temporary tenure (HUD)",2015-01-19,2015-02-03,1,2.0,2015,2015.0,15.0,56.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
623080,349449,"Staying or living with family, temporary tenure (HUD)",2015-01-16,2015-01-19,1,1.0,2015,2015.0,3.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
623082,1096,"Staying or living with family, temporary tenure (HUD)",2015-01-19,2015-01-20,1,1.0,2015,2015.0,1.0,59.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
623161,200794,"Staying or living with family, temporary tenure (HUD)",2015-01-15,2015-01-26,1,1.0,2015,2015.0,11.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
623545,196082,"Staying or living with family, temporary tenure (HUD)",2015-01-20,2015-01-26,1,1.0,2015,2015.0,6.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 2 - At imminent risk of losing housing (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
623546,373730,Other (HUD),2015-01-20,2015-01-21,1,1.0,2015,2015.0,1.0,26.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
623548,389692,Hospital or other residential non-psychiatric medical facility (HUD),2015-01-20,2015-02-12,1,2.0,2015,2015.0,23.0,37.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
623549,157529,"Staying or living with family, temporary tenure (HUD)",2015-01-20,2015-01-23,1,1.0,2015,2015.0,3.0,40.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Client doesn't know (HUD)
624015,344697,"Staying or living with family, temporary tenure (HUD)",2015-01-21,2015-02-09,1,2.0,2015,2015.0,19.0,46.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
624018,348330,"Staying or living with family, temporary tenure (HUD)",2015-01-21,2015-02-20,1,2.0,2015,2015.0,30.0,40.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
624473,355645,Other (HUD),2014-07-01,2015-03-05,7,3.0,2014,2015.0,247.0,47.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
624619,391122,Hospital or other residential non-psychiatric medical facility (HUD),2015-01-22,2015-01-26,1,1.0,2015,2015.0,4.0,58.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One night or less,,Hospital or other residential non-psychiatric medical facility (HUD)
625630,389691,Other (HUD),2015-01-25,2015-03-05,1,3.0,2015,2015.0,39.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",,"Staying or living in a friend's room, apartment or house (HUD)"
625631,360237,"Staying or living with family, temporary tenure (HUD)",2015-01-25,2015-02-07,1,2.0,2015,2015.0,13.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Stably housed (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
626108,233609,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-01-29,1,1.0,2015,2015.0,3.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
626109,385332,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-03-02,1,3.0,2015,2015.0,35.0,41.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
626110,357728,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-03-16,1,3.0,2015,2015.0,49.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Stably housed (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
626111,216474,"Staying or living with friends, temporary tenure (HUD)",2015-01-26,2015-01-30,1,1.0,2015,2015.0,4.0,22.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
626113,313697,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-01-27,1,1.0,2015,2015.0,1.0,21.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
626114,183537,Hospital or other residential non-psychiatric medical facility (HUD),2015-01-26,2015-01-28,1,1.0,2015,2015.0,2.0,46.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
626116,391343,"Staying or living with family, temporary tenure (HUD)",2015-01-22,2015-02-14,1,2.0,2015,2015.0,23.0,61.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Staying or living in a family member's room, apartment or house (HUD)"
626117,254842,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-01-28,1,1.0,2015,2015.0,2.0,21.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
626118,192021,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-02-03,1,2.0,2015,2015.0,8.0,45.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
626688,391453,"Staying or living with family, temporary tenure (HUD)",2015-01-26,2015-01-29,1,1.0,2015,2015.0,3.0,52.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
626689,362567,Other (HUD),2015-01-27,2015-04-15,1,4.0,2015,2015.0,78.0,45.0,Female,Female,White (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
626691,281794,"Staying or living with family, temporary tenure (HUD)",2015-01-27,2015-02-12,1,2.0,2015,2015.0,16.0,44.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
626693,390303,"Staying or living with family, temporary tenure (HUD)",2015-01-27,2015-03-13,1,3.0,2015,2015.0,45.0,34.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
627327,172627,Hospital or other residential non-psychiatric medical facility (HUD),2015-01-28,2015-01-30,1,1.0,2015,2015.0,2.0,24.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
627328,152503,Other (HUD),2015-01-28,2015-02-03,1,2.0,2015,2015.0,6.0,39.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
627792,343893,"Staying or living with family, temporary tenure (HUD)",2015-01-29,2015-02-03,1,2.0,2015,2015.0,5.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
627793,379113,Data not collected (HUD),2015-01-29,2015-02-02,1,2.0,2015,2015.0,4.0,47.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
627794,160297,"Staying or living with family, temporary tenure (HUD)",2015-01-29,2015-02-04,1,2.0,2015,2015.0,6.0,48.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
627795,273785,"Staying or living with family, temporary tenure (HUD)",2015-01-29,2015-02-13,1,2.0,2015,2015.0,15.0,61.0,Female,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
629531,324453,"Staying or living with family, temporary tenure (HUD)",2015-01-30,2015-02-04,1,2.0,2015,2015.0,5.0,44.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
629532,189093,Data not collected (HUD),2015-01-30,2015-02-01,1,2.0,2015,2015.0,2.0,57.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
629533,248988,"Staying or living with family, temporary tenure (HUD)",2015-01-30,2015-02-03,1,2.0,2015,2015.0,4.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
629541,171132,Data not collected (HUD),2015-02-01,2015-02-02,2,2.0,2015,2015.0,1.0,34.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
629547,275835,"Staying or living with family, temporary tenure (HUD)",2015-02-01,2015-02-04,2,2.0,2015,2015.0,3.0,49.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Rental by client, no ongoing housing subsidy (HUD)"
629548,392039,"Staying or living with family, temporary tenure (HUD)",2015-02-01,2015-02-03,2,2.0,2015,2015.0,2.0,56.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
629554,216474,"Staying or living with family, temporary tenure (HUD)",2015-02-02,2015-02-04,2,2.0,2015,2015.0,2.0,22.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
629560,287476,Hospital or other residential non-psychiatric medical facility (HUD),2015-02-02,2015-02-11,2,2.0,2015,2015.0,9.0,24.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Psychiatric hospital or other psychiatric facility (HUD)
630057,392116,"Staying or living with family, temporary tenure (HUD)",2015-02-02,2015-03-13,2,3.0,2015,2015.0,39.0,25.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
630058,172878,Other (HUD),2015-02-02,2015-03-05,2,3.0,2015,2015.0,31.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
630059,392118,Other (HUD),2015-02-02,2015-04-05,2,4.0,2015,2015.0,62.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
630061,389942,"Staying or living with family, temporary tenure (HUD)",2015-02-02,2015-02-05,2,2.0,2015,2015.0,3.0,25.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
630062,392119,Other (HUD),2015-02-02,2015-03-05,2,3.0,2015,2015.0,31.0,24.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632112,368692,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-02-05,2,2.0,2015,2015.0,2.0,32.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
632113,373473,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-02-09,2,2.0,2015,2015.0,6.0,26.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD)
632114,171132,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-02-06,2,2.0,2015,2015.0,3.0,34.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632115,392385,Data not collected (HUD),2015-02-03,2015-02-07,2,2.0,2015,2015.0,4.0,38.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,,Place not meant for habitation (HUD)
632116,280218,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-02-05,2,2.0,2015,2015.0,2.0,44.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632117,369588,Other (HUD),2015-02-03,2015-03-25,2,3.0,2015,2015.0,50.0,60.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),Stably housed (HUD),Place not meant for habitation (HUD)
632118,211088,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-02-11,2,2.0,2015,2015.0,8.0,42.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
632119,383150,Other (HUD),2015-02-04,2015-04-15,2,4.0,2015,2015.0,70.0,54.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with VASH housing subsidy (HUD)"
632120,392384,"Staying or living with family, temporary tenure (HUD)",2015-02-04,2015-02-17,2,2.0,2015,2015.0,13.0,63.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Rental by client, no ongoing housing subsidy (HUD)"
632121,192021,"Staying or living with family, temporary tenure (HUD)",2015-02-04,2015-03-01,2,3.0,2015,2015.0,25.0,45.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
632122,392039,"Staying or living with family, temporary tenure (HUD)",2015-02-04,2015-02-05,2,2.0,2015,2015.0,1.0,56.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
632123,392387,"Staying or living with family, temporary tenure (HUD)",2015-02-04,2015-04-01,2,4.0,2015,2015.0,56.0,42.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,Transitional housing for homeless persons (including homeless youth) (HUD)
632124,392383,Other (HUD),2015-02-04,2015-03-05,2,3.0,2015,2015.0,29.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
632125,392386,Other (HUD),2015-02-04,2015-04-15,2,4.0,2015,2015.0,70.0,61.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
632126,88229,Psychiatric hospital or other psychiatric facility (HUD),2015-02-05,2015-02-07,2,2.0,2015,2015.0,2.0,50.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,Transitional housing for homeless persons (including homeless youth) (HUD)
632127,392389,"Staying or living with family, temporary tenure (HUD)",2015-02-05,2015-02-07,2,2.0,2015,2015.0,2.0,22.0,Female,Female,Black or African American (HUD),Data not collected (HUD),No (HUD),"One month or more, but less than 90 days",,"Staying or living in a friend's room, apartment or house (HUD)"
632128,174808,"Staying or living with family, temporary tenure (HUD)",2015-02-05,2015-02-07,2,2.0,2015,2015.0,2.0,58.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Client doesn't know (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
632129,206814,"Staying or living with family, temporary tenure (HUD)",2015-02-05,2015-03-01,2,3.0,2015,2015.0,24.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
632130,351045,Hospital or other residential non-psychiatric medical facility (HUD),2015-02-05,2015-02-16,2,2.0,2015,2015.0,11.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
632131,392388,"Staying or living with family, temporary tenure (HUD)",2015-02-05,2015-02-06,2,2.0,2015,2015.0,1.0,27.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Staying or living in a friend's room, apartment or house (HUD)"
632132,392039,"Staying or living with family, temporary tenure (HUD)",2015-02-06,2015-03-04,2,3.0,2015,2015.0,26.0,56.0,Male,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
632133,387174,Other (HUD),2015-02-06,2015-03-05,2,3.0,2015,2015.0,27.0,18.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,"Staying or living in a friend's room, apartment or house (HUD)"
632134,171132,Psychiatric hospital or other psychiatric facility (HUD),2015-02-07,2015-02-09,2,2.0,2015,2015.0,2.0,34.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632135,349449,"Staying or living with family, temporary tenure (HUD)",2015-02-08,2015-02-13,2,2.0,2015,2015.0,5.0,51.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
632136,299943,"Staying or living with family, temporary tenure (HUD)",2015-02-08,2015-02-27,2,2.0,2015,2015.0,19.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
632137,392382,"Staying or living with family, temporary tenure (HUD)",2015-02-08,2015-02-27,2,2.0,2015,2015.0,19.0,58.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",,"Staying or living in a family member's room, apartment or house (HUD)"
632569,357699,Other (HUD),2015-02-09,2015-03-05,2,3.0,2015,2015.0,24.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
632571,312758,"Staying or living with family, temporary tenure (HUD)",2015-02-09,2015-02-10,2,2.0,2015,2015.0,1.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632572,218171,"Staying or living with family, temporary tenure (HUD)",2015-02-09,2015-02-27,2,2.0,2015,2015.0,18.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
632573,360883,"Staying or living with family, temporary tenure (HUD)",2015-02-09,2015-02-12,2,2.0,2015,2015.0,3.0,51.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
632574,361024,Other (HUD),2015-02-09,2015-07-23,2,7.0,2015,2015.0,164.0,49.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Stably housed (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
632575,2054,"Staying or living with family, temporary tenure (HUD)",2015-02-09,2015-02-24,2,2.0,2015,2015.0,15.0,62.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",At-risk of homelessness (HUD),Place not meant for habitation (HUD)
632592,392509,"Staying or living with family, temporary tenure (HUD)",2015-02-03,2015-03-09,2,3.0,2015,2015.0,34.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,"Staying or living in a family member's room, apartment or house (HUD)"
633079,344697,"Staying or living with family, temporary tenure (HUD)",2015-02-10,2015-03-08,2,3.0,2015,2015.0,26.0,46.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
633081,333120,"Staying or living with family, temporary tenure (HUD)",2015-02-10,2015-02-27,2,2.0,2015,2015.0,17.0,36.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
633125,360237,Other (HUD),2015-02-09,2015-03-05,2,3.0,2015,2015.0,24.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"90 days or more, but less than one year",Stably housed (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
633154,190505,Other (HUD),2015-02-10,2015-02-25,2,2.0,2015,2015.0,15.0,34.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
633599,333631,"Staying or living with family, temporary tenure (HUD)",2015-02-11,2015-03-31,2,3.0,2015,2015.0,48.0,53.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
